ID,Classe,Vitesse (px/s),Temps (s),X,Y
30,car,0.0,3.04,359,243
31,person,24.0,3.04,214,317
33,car,0.0,3.04,392,265
39,car,24.0,3.04,389,503
42,person,53.67,3.04,278,462
44,car,24.0,3.04,32,249
46,car,24.0,3.04,69,278
48,motorcycle,33.94,3.04,279,482
55,car,0.0,3.04,110,249
64,person,86.53,3.04,199,761
70,person,33.94,3.04,276,440
72,car,33.94,3.04,28,563
82,car,0.0,3.04,14,221
1,car,24.0,3.08,255,561
2,car,0.0,3.08,346,657
3,car,33.94,3.08,164,738
4,car,0.0,3.08,138,429
5,car,24.0,3.08,264,361
6,car,24.0,3.08,273,323
7,car,24.0,3.08,385,376
8,car,0.0,3.08,403,406
9,car,33.94,3.08,207,271
10,car,33.94,3.08,168,306
12,car,24.0,3.08,365,329
13,car,0.0,3.08,24,309
14,truck,0.0,3.08,194,479
15,car,24.0,3.08,194,479
18,car,0.0,3.08,144,362
19,car,24.0,3.08,407,232
20,car,0.0,3.08,239,248
21,car,33.94,3.08,331,235
25,car,0.0,3.08,85,229
26,car,24.0,3.08,310,252
27,car,33.94,3.08,293,271
28,car,24.0,3.08,263,228
29,car,0.0,3.08,13,349
30,car,24.0,3.08,360,243
31,person,24.0,3.08,215,317
39,car,33.94,3.08,388,502
42,person,24.0,3.08,277,462
44,car,24.0,3.08,31,249
46,car,0.0,3.08,69,278
48,motorcycle,33.94,3.08,278,481
55,car,0.0,3.08,110,249
64,person,67.88,3.08,201,763
70,person,53.67,3.08,275,438
72,car,24.0,3.08,28,564
82,car,0.0,3.08,14,221
1,car,24.0,3.12,255,560
2,car,0.0,3.12,346,657
3,car,33.94,3.12,165,739
4,car,24.0,3.12,138,428
5,car,0.0,3.12,264,361
6,car,53.67,3.12,274,321
7,car,0.0,3.12,385,376
8,car,0.0,3.12,403,406
9,car,24.0,3.12,208,271
10,car,0.0,3.12,168,306
12,car,0.0,3.12,365,329
13,car,24.0,3.12,24,310
14,truck,0.0,3.12,194,479
15,car,24.0,3.12,194,478
18,car,0.0,3.12,144,362
19,car,0.0,3.12,407,232
20,car,33.94,3.12,240,247
21,car,0.0,3.12,331,235
25,car,24.0,3.12,85,230
26,car,0.0,3.12,310,252
27,car,86.53,3.12,291,274
28,car,0.0,3.12,263,228
29,car,24.0,3.12,13,350
30,car,0.0,3.12,360,243
31,person,24.0,3.12,215,316
39,car,24.0,3.12,388,501
42,person,24.0,3.12,276,462
44,car,0.0,3.12,31,249
46,car,33.94,3.12,68,279
48,motorcycle,33.94,3.12,277,480
55,car,24.0,3.12,110,250
64,person,86.53,3.12,204,765
70,person,33.94,3.12,274,437
72,car,53.67,3.12,29,566
82,car,0.0,3.12,14,221
1,car,24.0,3.17,254,560
2,car,0.0,3.17,346,657
3,car,53.67,3.17,167,740
4,car,0.0,3.17,138,428
5,car,0.0,3.17,264,361
6,car,33.94,3.17,273,320
7,car,24.0,3.17,385,375
8,car,24.0,3.17,403,405
9,car,0.0,3.17,208,271
10,car,24.0,3.17,169,306
12,car,0.0,3.17,365,329
13,car,0.0,3.17,24,310
14,truck,0.0,3.17,194,479
15,car,0.0,3.17,194,478
18,car,0.0,3.17,144,362
19,car,0.0,3.17,407,232
20,car,0.0,3.17,240,247
21,car,24.0,3.17,332,235
25,car,0.0,3.17,85,230
26,car,24.0,3.17,311,252
27,car,33.94,3.17,292,275
28,car,24.0,3.17,264,228
29,car,0.0,3.17,13,350
30,car,0.0,3.17,360,243
31,person,24.0,3.17,216,316
39,car,0.0,3.17,388,501
42,person,98.95,3.17,275,458
44,car,33.94,3.17,30,250
46,car,0.0,3.17,68,279
48,motorcycle,53.67,3.17,275,479
55,car,0.0,3.17,110,250
64,person,67.88,3.17,206,767
70,person,216.0,3.17,274,446
72,car,48.0,3.17,29,568
82,car,0.0,3.17,14,221
1,car,0.0,3.21,254,560
2,car,0.0,3.21,346,657
3,car,86.53,3.21,170,742
4,car,0.0,3.21,138,428
5,car,0.0,3.21,264,361
6,car,53.67,3.21,275,321
7,car,0.0,3.21,385,375
8,car,0.0,3.21,403,405
9,car,0.0,3.21,208,271
10,car,0.0,3.21,169,306
12,car,0.0,3.21,365,329
13,car,0.0,3.21,24,310
14,truck,24.0,3.21,194,478
15,car,0.0,3.21,194,478
18,car,24.0,3.21,145,362
19,car,24.0,3.21,408,232
20,car,24.0,3.21,241,247
21,car,0.0,3.21,332,235
25,car,0.0,3.21,85,230
26,car,0.0,3.21,311,252
27,car,0.0,3.21,292,275
28,car,24.0,3.21,265,228
29,car,0.0,3.21,13,350
30,car,0.0,3.21,360,243
31,person,24.0,3.21,216,315
39,car,33.94,3.21,387,500
42,person,98.95,3.21,274,454
44,car,0.0,3.21,30,250
46,car,24.0,3.21,68,280
48,motorcycle,48.0,3.21,275,477
55,car,0.0,3.21,110,250
64,person,75.89,3.21,209,768
70,person,72.0,3.21,274,443
72,car,33.94,3.21,30,569
82,car,0.0,3.21,14,221
1,car,24.0,3.25,254,559
2,car,0.0,3.25,346,657
3,car,53.67,3.25,172,743
4,car,0.0,3.25,138,428
5,car,0.0,3.25,264,361
6,car,0.0,3.25,275,321
7,car,0.0,3.25,385,375
8,car,0.0,3.25,403,405
9,car,24.0,3.25,209,271
10,car,0.0,3.25,169,306
12,car,0.0,3.25,365,329
13,car,24.0,3.25,24,311
14,truck,24.0,3.25,195,478
15,car,0.0,3.25,194,478
18,car,24.0,3.25,145,361
19,car,24.0,3.25,408,233
20,car,122.38,3.25,240,252
25,car,0.0,3.25,85,230
26,car,24.0,3.25,312,252
27,car,0.0,3.25,292,275
28,car,0.0,3.25,265,228
29,car,0.0,3.25,13,350
30,car,0.0,3.25,360,243
31,person,24.0,3.25,217,315
39,car,0.0,3.25,387,500
42,person,24.0,3.25,274,453
44,car,24.0,3.25,29,250
46,car,0.0,3.25,68,280
48,motorcycle,24.0,3.25,274,477
55,car,0.0,3.25,110,250
64,person,67.88,3.25,211,770
70,person,33.94,3.25,273,442
72,car,24.0,3.25,30,570
82,car,0.0,3.25,14,221
1,car,24.0,3.29,253,559
2,car,0.0,3.29,346,657
3,car,98.95,3.29,176,744
4,car,0.0,3.29,138,428
5,car,0.0,3.29,264,361
6,car,24.0,3.29,276,321
7,car,0.0,3.29,385,375
8,car,0.0,3.29,403,405
9,car,0.0,3.29,209,271
10,car,24.0,3.29,170,306
12,car,24.0,3.29,366,329
13,car,0.0,3.29,24,311
14,truck,0.0,3.29,195,478
15,car,24.0,3.29,194,477
18,car,0.0,3.29,145,361
19,car,0.0,3.29,408,233
20,car,24.0,3.29,240,253
25,car,24.0,3.29,85,231
26,car,0.0,3.29,312,252
27,car,24.0,3.29,292,276
28,car,145.99,3.29,259,229
29,car,24.0,3.29,13,351
30,car,0.0,3.29,360,243
31,person,24.0,3.29,217,314
39,car,33.94,3.29,386,499
42,person,24.0,3.29,273,453
44,car,24.0,3.29,29,251
46,car,0.0,3.29,68,280
48,motorcycle,24.0,3.29,274,476
55,car,0.0,3.29,110,250
64,person,86.53,3.29,214,772
70,person,53.67,3.29,271,441
72,car,53.67,3.29,32,571
82,car,0.0,3.29,14,221
1,car,24.0,3.33,253,558
2,car,48.0,3.33,346,655
3,car,48.0,3.33,176,746
4,car,24.0,3.33,138,427
5,car,0.0,3.33,264,361
6,car,0.0,3.33,276,321
7,car,0.0,3.33,385,375
8,car,0.0,3.33,403,405
9,car,24.0,3.33,210,271
10,car,0.0,3.33,170,306
12,car,0.0,3.33,366,329
13,car,0.0,3.33,24,311
14,truck,0.0,3.33,195,478
15,car,24.0,3.33,194,478
18,car,33.94,3.33,146,360
19,car,33.94,3.33,409,234
20,car,24.0,3.33,241,253
25,car,120.0,3.33,80,231
26,car,0.0,3.33,312,252
27,car,0.0,3.33,292,276
28,car,0.0,3.33,259,229
29,car,24.0,3.33,13,352
30,car,0.0,3.33,360,243
31,person,24.0,3.33,218,314
39,car,24.0,3.33,386,498
42,person,24.0,3.33,272,453
44,car,0.0,3.33,29,251
46,car,0.0,3.33,68,280
48,motorcycle,33.94,3.33,273,475
55,car,24.0,3.33,110,251
64,person,67.88,3.33,216,774
70,person,33.94,3.33,270,440
72,car,24.0,3.33,32,572
82,car,24.0,3.33,14,222
1,car,0.0,3.38,253,558
2,car,33.94,3.38,345,654
3,car,33.94,3.38,177,747
4,car,24.0,3.38,137,427
5,car,33.94,3.38,265,360
6,car,24.0,3.38,277,321
7,car,24.0,3.38,386,375
8,car,0.0,3.38,403,405
9,car,0.0,3.38,210,271
10,car,33.94,3.38,171,305
12,car,24.0,3.38,366,330
13,car,33.94,3.38,23,312
14,truck,0.0,3.38,195,478
15,car,24.0,3.38,194,477
18,car,0.0,3.38,146,360
19,car,0.0,3.38,409,234
20,car,0.0,3.38,241,253
25,car,24.0,3.38,79,231
26,car,24.0,3.38,313,252
27,car,48.0,3.38,294,276
28,car,24.0,3.38,260,229
29,car,24.0,3.38,13,353
30,car,0.0,3.38,360,243
31,person,24.0,3.38,218,313
39,car,24.0,3.38,385,498
42,person,33.94,3.38,271,452
44,car,0.0,3.38,29,251
46,car,24.0,3.38,68,281
48,motorcycle,33.94,3.38,272,474
55,car,0.0,3.38,110,251
64,person,86.53,3.38,219,776
70,person,33.94,3.38,269,439
72,car,53.67,3.38,33,574
82,car,0.0,3.38,14,222
1,car,33.94,3.42,252,557
2,car,48.0,3.42,345,652
3,car,53.67,3.42,179,748
4,car,24.0,3.42,138,427
5,car,0.0,3.42,265,360
6,car,0.0,3.42,277,321
7,car,0.0,3.42,386,375
8,car,0.0,3.42,403,405
9,car,24.0,3.42,211,271
10,car,0.0,3.42,171,305
12,car,0.0,3.42,366,330
13,car,24.0,3.42,24,312
14,truck,0.0,3.42,195,478
15,car,24.0,3.42,194,476
18,car,0.0,3.42,146,360
19,car,24.0,3.42,410,234
20,car,24.0,3.42,242,253
25,car,0.0,3.42,79,231
26,car,0.0,3.42,313,252
27,car,24.0,3.42,295,276
28,car,0.0,3.42,260,229
29,car,24.0,3.42,13,354
30,car,0.0,3.42,360,243
31,person,33.94,3.42,219,312
39,car,24.0,3.42,385,497
42,person,24.0,3.42,271,451
44,car,33.94,3.42,28,252
46,car,0.0,3.42,68,281
48,motorcycle,24.0,3.42,272,473
55,car,0.0,3.42,110,251
64,person,67.88,3.42,221,778
70,person,33.94,3.42,268,438
72,car,33.94,3.42,34,575
82,car,0.0,3.42,14,222
1,car,24.0,3.46,252,558
2,car,24.0,3.46,345,651
3,car,53.67,3.46,181,749
4,car,24.0,3.46,138,426
5,car,0.0,3.46,265,360
6,car,0.0,3.46,277,321
7,car,0.0,3.46,386,375
8,car,24.0,3.46,403,404
9,car,24.0,3.46,212,271
10,car,24.0,3.46,172,305
12,car,24.0,3.46,366,329
13,car,24.0,3.46,24,313
14,truck,0.0,3.46,195,478
15,car,0.0,3.46,194,476
18,car,33.94,3.46,147,359
19,car,0.0,3.46,410,234
20,car,0.0,3.46,242,253
25,car,0.0,3.46,79,231
27,car,24.0,3.46,296,276
28,car,24.0,3.46,260,230
29,car,24.0,3.46,13,355
30,car,0.0,3.46,360,243
31,person,0.0,3.46,219,312
39,car,0.0,3.46,385,497
42,person,24.0,3.46,270,451
44,car,24.0,3.46,28,253
46,car,0.0,3.46,68,281
48,motorcycle,33.94,3.46,271,472
55,car,24.0,3.46,111,251
64,person,86.53,3.46,224,780
70,person,33.94,3.46,267,437
72,car,24.0,3.46,34,576
82,car,24.0,3.46,14,223
1,car,33.94,3.5,251,557
2,car,24.0,3.5,345,650
3,car,75.89,3.5,184,750
4,car,0.0,3.5,138,426
5,car,24.0,3.5,266,360
6,car,0.0,3.5,277,321
7,car,24.0,3.5,386,374
8,car,0.0,3.5,403,404
9,car,0.0,3.5,212,271
10,car,0.0,3.5,172,305
12,car,0.0,3.5,366,329
13,car,0.0,3.5,24,313
14,truck,0.0,3.5,195,478
15,car,24.0,3.5,194,475
18,car,0.0,3.5,147,359
19,car,0.0,3.5,410,234
20,car,48.0,3.5,242,251
25,car,24.0,3.5,79,232
27,car,24.0,3.5,297,276
28,car,24.0,3.5,261,230
29,car,24.0,3.5,14,355
30,car,0.0,3.5,360,243
31,person,33.94,3.5,220,311
39,car,33.94,3.5,384,496
42,person,24.0,3.5,269,451
44,car,24.0,3.5,27,253
46,car,0.0,3.5,68,281
48,motorcycle,33.94,3.5,270,471
55,car,24.0,3.5,111,252
64,person,67.88,3.5,226,782
70,person,24.0,3.5,266,437
72,car,24.0,3.5,34,577
82,car,0.0,3.5,14,223
1,car,0.0,3.54,251,557
2,car,24.0,3.54,346,650
3,car,33.94,3.54,185,751
4,car,24.0,3.54,138,425
5,car,0.0,3.54,266,360
6,car,24.0,3.54,278,321
7,car,0.0,3.54,386,374
8,car,0.0,3.54,403,404
9,car,24.0,3.54,213,271
10,car,0.0,3.54,172,305
12,car,33.94,3.54,367,330
13,car,33.94,3.54,23,314
14,truck,0.0,3.54,195,478
15,car,0.0,3.54,194,475
18,car,0.0,3.54,147,359
19,car,24.0,3.54,410,235
20,car,0.0,3.54,242,251
25,car,0.0,3.54,79,232
27,car,24.0,3.54,297,277
28,car,0.0,3.54,261,230
29,car,24.0,3.54,14,356
30,car,0.0,3.54,360,243
31,person,0.0,3.54,220,311
39,car,33.94,3.54,383,495
42,person,0.0,3.54,269,451
44,car,24.0,3.54,28,253
46,car,0.0,3.54,68,281
48,motorcycle,24.0,3.54,269,471
55,car,0.0,3.54,111,252
64,person,67.88,3.54,228,784
70,person,33.94,3.54,265,436
72,car,33.94,3.54,35,578
82,car,24.0,3.54,14,224
1,car,24.0,3.58,250,557
2,car,24.0,3.58,346,649
3,car,53.67,3.58,187,752
4,car,0.0,3.58,138,425
5,car,24.0,3.58,266,359
6,car,33.94,3.58,277,322
7,car,0.0,3.58,386,374
8,car,0.0,3.58,403,404
9,car,0.0,3.58,213,271
10,car,24.0,3.58,173,305
12,car,24.0,3.58,368,330
13,car,0.0,3.58,23,314
14,truck,0.0,3.58,195,478
15,car,24.0,3.58,194,476
18,car,0.0,3.58,147,359
19,car,24.0,3.58,411,235
20,car,33.94,3.58,243,250
25,car,0.0,3.58,79,232
27,car,24.0,3.58,298,277
28,car,24.0,3.58,261,231
29,car,24.0,3.58,13,356
30,car,24.0,3.58,361,243
31,person,33.94,3.58,221,310
39,car,0.0,3.58,383,495
42,person,33.94,3.58,268,450
44,car,0.0,3.58,28,253
46,car,0.0,3.58,68,281
48,motorcycle,24.0,3.58,269,470
55,car,24.0,3.58,110,252
64,person,86.53,3.58,231,786
70,person,33.94,3.58,264,435
72,car,48.0,3.58,35,580
82,car,0.0,3.58,14,224
1,car,24.0,3.62,250,556
2,car,53.67,3.62,345,651
3,car,53.67,3.62,188,754
4,car,0.0,3.62,138,425
5,car,0.0,3.62,266,359
6,car,0.0,3.62,277,322
7,car,0.0,3.62,386,374
8,car,0.0,3.62,403,404
9,car,0.0,3.62,213,271
10,car,24.0,3.62,174,305
12,car,0.0,3.62,368,330
13,car,24.0,3.62,23,315
14,truck,0.0,3.62,195,478
15,car,24.0,3.62,195,476
18,car,0.0,3.62,147,359
19,car,0.0,3.62,411,235
20,car,0.0,3.62,243,250
25,car,24.0,3.62,79,233
27,car,0.0,3.62,298,277
28,car,24.0,3.62,262,231
29,car,0.0,3.62,13,356
30,car,0.0,3.62,361,243
31,person,0.0,3.62,221,310
39,car,24.0,3.62,383,494
42,person,33.94,3.62,267,449
44,car,33.94,3.62,27,254
46,car,0.0,3.62,68,281
48,motorcycle,53.67,3.62,268,468
55,car,0.0,3.62,110,252
64,person,67.88,3.62,233,788
70,person,33.94,3.62,263,434
72,car,33.94,3.62,36,581
82,car,0.0,3.62,14,224
83,car,0,3.62,8,453
1,car,24.0,3.67,250,557
2,car,0.0,3.67,345,651
3,car,24.0,3.67,188,755
4,car,24.0,3.67,138,424
5,car,0.0,3.67,266,359
6,car,24.0,3.67,278,322
7,car,0.0,3.67,386,374
8,car,0.0,3.67,403,404
9,car,24.0,3.67,214,271
10,car,33.94,3.67,175,304
12,car,24.0,3.67,368,329
13,car,0.0,3.67,23,315
14,truck,0.0,3.67,195,478
15,car,0.0,3.67,195,476
18,car,33.94,3.67,148,360
19,car,24.0,3.67,412,235
20,car,33.94,3.67,244,249
25,car,0.0,3.67,79,233
27,car,0.0,3.67,298,277
28,car,24.0,3.67,262,232
29,car,24.0,3.67,13,357
30,car,0.0,3.67,361,243
31,person,33.94,3.67,222,309
39,car,24.0,3.67,382,494
42,person,0.0,3.67,267,449
44,car,0.0,3.67,27,254
46,car,24.0,3.67,68,282
48,motorcycle,33.94,3.67,267,467
55,car,0.0,3.67,110,252
64,person,86.53,3.67,236,790
70,person,33.94,3.67,262,433
72,car,48.0,3.67,36,583
82,car,24.0,3.67,14,225
83,car,24.0,3.67,9,453
1,car,24.0,3.71,249,557
2,car,53.67,3.71,346,653
3,car,98.95,3.71,192,756
4,car,24.0,3.71,137,424
5,car,24.0,3.71,267,359
6,car,0.0,3.71,278,322
7,car,24.0,3.71,387,374
8,car,0.0,3.71,403,404
9,car,0.0,3.71,214,271
10,car,24.0,3.71,176,304
12,car,24.0,3.71,368,328
13,car,24.0,3.71,23,316
14,truck,0.0,3.71,195,478
15,car,0.0,3.71,195,476
18,car,0.0,3.71,148,360
19,car,24.0,3.71,412,234
20,car,24.0,3.71,244,250
25,car,24.0,3.71,79,234
27,car,24.0,3.71,299,277
28,car,24.0,3.71,263,232
29,car,33.94,3.71,14,358
30,car,0.0,3.71,361,243
31,person,0.0,3.71,222,309
39,car,24.0,3.71,382,493
42,person,33.94,3.71,266,448
44,car,24.0,3.71,27,255
46,car,0.0,3.71,68,282
48,motorcycle,24.0,3.71,267,466
55,car,0.0,3.71,110,252
64,person,67.88,3.71,238,792
70,person,33.94,3.71,261,432
72,car,33.94,3.71,37,584
82,car,24.0,3.71,14,226
83,car,145.99,3.71,8,459
1,car,0.0,3.75,249,557
2,car,24.0,3.75,346,652
3,car,53.67,3.75,194,757
4,car,0.0,3.75,137,424
5,car,0.0,3.75,267,359
6,car,24.0,3.75,279,322
7,car,0.0,3.75,387,374
8,car,0.0,3.75,403,404
9,car,24.0,3.75,215,271
10,car,0.0,3.75,176,304
12,car,24.0,3.75,368,329
13,car,0.0,3.75,23,316
14,truck,24.0,3.75,195,477
15,car,24.0,3.75,195,477
18,car,0.0,3.75,148,360
19,car,0.0,3.75,412,234
20,car,24.0,3.75,245,250
25,car,0.0,3.75,79,234
27,car,24.0,3.75,298,277
28,car,0.0,3.75,263,232
29,car,24.0,3.75,14,359
30,car,0.0,3.75,361,243
31,person,24.0,3.75,222,308
39,car,24.0,3.75,382,492
42,person,24.0,3.75,266,447
44,car,0.0,3.75,27,255
46,car,0.0,3.75,68,282
48,motorcycle,33.94,3.75,266,465
55,car,0.0,3.75,110,252
64,person,86.53,3.75,241,794
70,person,33.94,3.75,260,431
72,car,53.67,3.75,38,586
82,car,24.0,3.75,14,227
83,car,48.0,3.75,8,461
84,car,0,3.75,50,214
1,car,24.0,3.79,249,556
2,car,53.67,3.79,345,650
3,car,33.94,3.79,195,758
4,car,0.0,3.79,137,424
5,car,24.0,3.79,268,359
6,car,0.0,3.79,279,322
7,car,0.0,3.79,387,374
8,car,0.0,3.79,403,404
9,car,24.0,3.79,216,271
10,car,24.0,3.79,177,304
12,car,24.0,3.79,369,329
13,car,24.0,3.79,23,317
14,truck,0.0,3.79,195,477
15,car,24.0,3.79,195,476
18,car,24.0,3.79,149,360
19,car,0.0,3.79,412,234
20,car,0.0,3.79,245,250
25,car,24.0,3.79,79,235
27,car,24.0,3.79,299,277
28,car,0.0,3.79,263,232
29,car,0.0,3.79,14,359
30,car,0.0,3.79,361,243
31,person,24.0,3.79,223,308
39,car,24.0,3.79,381,492
42,person,24.0,3.79,266,446
44,car,24.0,3.79,27,256
46,car,0.0,3.79,68,282
48,motorcycle,33.94,3.79,265,464
55,car,0.0,3.79,110,252
64,person,67.88,3.79,243,796
70,person,33.94,3.79,259,430
72,car,33.94,3.79,39,587
82,car,24.0,3.79,14,228
83,car,24.0,3.79,9,461
84,car,0.0,3.79,50,214
1,car,0.0,3.83,249,556
2,car,24.0,3.83,345,649
3,car,67.88,3.83,197,760
4,car,33.94,3.83,136,423
5,car,0.0,3.83,268,359
6,car,24.0,3.83,278,322
7,car,0.0,3.83,387,374
8,car,0.0,3.83,403,404
9,car,24.0,3.83,217,271
10,car,0.0,3.83,177,304
12,car,0.0,3.83,369,329
13,car,0.0,3.83,23,317
14,truck,0.0,3.83,195,477
15,car,0.0,3.83,195,476
18,car,0.0,3.83,149,360
19,car,24.0,3.83,413,234
20,car,24.0,3.83,246,250
25,car,24.0,3.83,79,236
27,car,0.0,3.83,299,277
28,car,24.0,3.83,264,232
29,car,24.0,3.83,14,360
30,car,0.0,3.83,361,243
31,person,24.0,3.83,223,307
39,car,24.0,3.83,381,491
42,person,24.0,3.83,265,446
44,car,24.0,3.83,26,256
46,car,24.0,3.83,68,283
48,motorcycle,0.0,3.83,265,464
55,car,24.0,3.83,110,253
64,person,86.53,3.83,246,798
70,person,33.94,3.83,258,429
72,car,48.0,3.83,39,589
82,car,0.0,3.83,14,228
83,car,0.0,3.83,9,461
84,car,0.0,3.83,50,214
1,car,0.0,3.88,249,556
2,car,0.0,3.88,345,649
3,car,53.67,3.88,199,761
4,car,0.0,3.88,136,423
5,car,0.0,3.88,268,359
6,car,0.0,3.88,278,322
7,car,0.0,3.88,387,374
8,car,24.0,3.88,403,403
9,car,0.0,3.88,217,271
10,car,24.0,3.88,178,304
12,car,0.0,3.88,369,329
13,car,24.0,3.88,23,318
14,truck,0.0,3.88,195,477
15,car,24.0,3.88,195,475
18,car,0.0,3.88,149,360
19,car,0.0,3.88,413,234
20,car,24.0,3.88,246,249
25,car,24.0,3.88,78,236
27,car,0.0,3.88,299,277
28,car,24.0,3.88,264,233
29,car,0.0,3.88,14,360
30,car,24.0,3.88,362,243
31,person,214.66,3.88,227,315
39,car,24.0,3.88,380,491
42,person,33.94,3.88,264,445
44,car,0.0,3.88,26,256
46,car,0.0,3.88,68,283
48,motorcycle,24.0,3.88,264,464
55,car,0.0,3.88,110,253
64,person,67.88,3.88,248,800
70,person,33.94,3.88,257,428
72,car,53.67,3.88,40,591
82,car,0.0,3.88,14,228
83,car,0.0,3.88,9,461
84,car,0.0,3.88,50,214
87,car,0,3.88,9,471
1,car,24.0,3.92,248,556
2,car,0.0,3.92,345,649
3,car,53.67,3.92,201,762
4,car,0.0,3.92,136,423
5,car,24.0,3.92,269,359
6,car,24.0,3.92,279,322
7,car,0.0,3.92,387,374
8,car,0.0,3.92,403,403
9,car,24.0,3.92,218,271
10,car,33.94,3.92,179,305
12,car,24.0,3.92,369,328
13,car,24.0,3.92,24,318
14,truck,0.0,3.92,195,477
15,car,24.0,3.92,196,475
18,car,24.0,3.92,150,360
19,car,24.0,3.92,413,235
20,car,0.0,3.92,246,249
25,car,24.0,3.92,78,237
27,car,24.0,3.92,300,277
28,car,0.0,3.92,264,233
29,car,0.0,3.92,14,360
30,car,24.0,3.92,362,242
31,person,24.0,3.92,228,315
39,car,24.0,3.92,380,490
42,person,24.0,3.92,263,445
44,car,24.0,3.92,26,257
46,car,0.0,3.92,68,283
48,motorcycle,24.0,3.92,264,463
55,car,0.0,3.92,110,253
64,person,75.89,3.92,251,801
70,person,33.94,3.92,256,427
72,car,24.0,3.92,40,592
82,car,0.0,3.92,14,228
83,car,33.94,3.92,10,462
84,car,0.0,3.92,50,214
87,car,0.0,3.92,9,471
1,car,0.0,3.96,248,556
2,car,33.94,3.96,346,650
3,car,53.67,3.96,203,763
4,car,0.0,3.96,136,423
5,car,0.0,3.96,269,359
6,car,48.0,3.96,281,322
7,car,33.94,3.96,388,373
8,car,24.0,3.96,403,402
9,car,0.0,3.96,218,271
10,car,0.0,3.96,179,305
12,car,24.0,3.96,369,329
13,car,24.0,3.96,24,319
14,truck,0.0,3.96,195,477
15,car,24.0,3.96,196,474
18,car,24.0,3.96,150,359
19,car,24.0,3.96,414,235
20,car,33.94,3.96,247,250
25,car,0.0,3.96,78,237
27,car,33.94,3.96,301,278
28,car,24.0,3.96,265,233
29,car,24.0,3.96,14,361
30,car,0.0,3.96,362,242
31,person,24.0,3.96,229,315
39,car,0.0,3.96,380,490
42,person,33.94,3.96,264,444
44,car,0.0,3.96,26,257
46,car,0.0,3.96,68,283
48,motorcycle,33.94,3.96,263,462
55,car,0.0,3.96,110,253
64,person,67.88,3.96,253,803
70,person,33.94,3.96,255,426
72,car,24.0,3.96,40,593
82,car,0.0,3.96,14,228
83,car,0.0,3.96,10,462
84,car,0.0,3.96,50,214
87,car,0.0,3.96,9,471
1,car,24.0,4.0,248,555
2,car,24.0,4.0,345,650
3,car,53.67,4.0,205,764
4,car,0.0,4.0,136,423
5,car,0.0,4.0,269,359
6,car,24.0,4.0,282,322
7,car,0.0,4.0,388,373
8,car,24.0,4.0,404,402
9,car,24.0,4.0,219,271
10,car,0.0,4.0,179,305
12,car,24.0,4.0,369,330
13,car,24.0,4.0,24,320
14,truck,0.0,4.0,195,477
15,car,0.0,4.0,196,474
18,car,24.0,4.0,151,359
19,car,0.0,4.0,414,235
20,car,0.0,4.0,247,250
25,car,33.94,4.0,77,238
27,car,0.0,4.0,301,278
28,car,0.0,4.0,265,233
29,car,0.0,4.0,14,361
30,car,24.0,4.0,363,242
31,person,0.0,4.0,229,315
39,car,0.0,4.0,380,490
42,person,33.94,4.0,263,443
44,car,33.94,4.0,25,258
46,car,0.0,4.0,68,283
48,motorcycle,0.0,4.0,263,462
55,car,0.0,4.0,110,253
64,person,86.53,4.0,256,805
70,person,33.94,4.0,254,425
72,car,33.94,4.0,41,594
82,car,0.0,4.0,14,228
83,car,24.0,4.0,10,461
84,car,0.0,4.0,50,214
87,car,0.0,4.0,9,471
1,car,0.0,4.04,248,555
2,car,0.0,4.04,345,650
3,car,33.94,4.04,206,765
4,car,0.0,4.04,136,423
5,car,0.0,4.04,269,359
6,car,33.94,4.04,283,321
7,car,0.0,4.04,388,373
8,car,0.0,4.04,404,402
9,car,24.0,4.04,220,271
10,car,24.0,4.04,180,305
12,car,24.0,4.04,370,330
13,car,24.0,4.04,24,321
14,truck,0.0,4.04,195,477
15,car,24.0,4.04,196,473
18,car,0.0,4.04,151,359
19,car,0.0,4.04,414,235
20,car,24.0,4.04,247,249
25,car,0.0,4.04,77,238
27,car,24.0,4.04,301,279
28,car,33.94,4.04,266,232
29,car,24.0,4.04,14,362
30,car,24.0,4.04,362,242
31,person,24.0,4.04,229,314
39,car,33.94,4.04,379,489
42,person,33.94,4.04,262,442
44,car,48.0,4.04,25,260
46,car,24.0,4.04,68,284
48,motorcycle,24.0,4.04,262,462
55,car,24.0,4.04,110,254
70,person,33.94,4.04,253,424
72,car,24.0,4.04,41,595
82,car,0.0,4.04,14,228
83,car,33.94,4.04,11,462
84,car,0.0,4.04,50,214
87,car,24.0,4.04,10,471
1,car,0.0,4.08,248,555
2,car,24.0,4.08,345,649
3,car,67.88,4.08,208,767
4,car,24.0,4.08,137,423
5,car,33.94,4.08,270,358
6,car,24.0,4.08,284,321
7,car,0.0,4.08,388,373
8,car,24.0,4.08,404,401
9,car,24.0,4.08,221,271
10,car,0.0,4.08,180,305
12,car,0.0,4.08,370,330
13,car,0.0,4.08,24,321
14,truck,0.0,4.08,195,477
15,car,0.0,4.08,196,473
18,car,0.0,4.08,151,359
19,car,24.0,4.08,415,235
20,car,120.0,4.08,250,253
25,car,0.0,4.08,77,238
27,car,24.0,4.08,301,280
28,car,24.0,4.08,267,232
29,car,24.0,4.08,14,363
30,car,0.0,4.08,362,242
31,person,33.94,4.08,230,315
39,car,0.0,4.08,379,489
